13911.0,324,340
13922.0,720,573
13934.0,250,363
13945.0,301,329
13958.0,667,521
13969.0,440,480
13981.0,301,367
13992.0,381,364
14005.0,681,560
14016.0,247,356
14028.0,301,328
14041.0,708,553
14052.0,331,424
14064.0,294,344
14064.0,294,344
14075.0,486,410
14088.0,614,542
14099.0,241,348
14111.0,308,326
14123.0,715,563
14135.0,246,359
14146.0,285,315
14158.0,590,465
14170.0,518,504
14182.0,289,366
14194.0,331,344
14205.0,715,572
14218.0,252,363
14229.0,303,331
14241.0,682,532
14253.0,417,468
14265.0,299,363
14276.0,400,373
14288.0,668,558
14300.0,245,355
14312.0,303,327
14323.0,710,556
14336.0,307,410
14348.0,290,338
14359.0,513,424
14371.0,596,537
14383.0,242,348
14395.0,310,328
14406.0,716,565
14418.0,247,357
14430.0,290,317
14430.0,290,317
14442.0,614,481
14453.0,497,499
14466.0,296,371
14477.0,338,349
14489.0,708,569
14501.0,249,362
14513.0,305,330
14525.0,693,540
14536.0,392,457
14548.0,299,359
14560.0,422,383
14572.0,656,554
14583.0,243,353
14596.0,303,327
14607.0,712,559
14619.0,280,396
14630.0,289,332
14643.0,536,436
14655.0,575,528
14666.0,256,354
14679.0,317,332
14690.0,716,569
14702.0,248,360
14713.0,296,323
14726.0,639,499
14737.0,474,493
14749.0,302,371
14760.0,355,353
14773.0,695,565
14784.0,247,358
14796.0,304,329
14809.0,702,546
14820.0,369,443
14832.0,297,351
14832.0,297,351
14843.0,446,389
14856.0,641,548
14867.0,243,350
14867.0,243,350
14879.0,305,324
14891.0,714,559
14903.0,255,380
14914.0,287,324
14926.0,559,448
14938.0,552,519
14950.0,269,359
14962.0,321,337
14973.0,718,571
14986.0,250,362
14997.0,299,326
15009.0,657,514
15021.0,450,484
15033.0,298,368
15044.0,373,360
15056.0,686,561
15068.0,246,357
15080.0,303,328
15091.0,704,552
15104.0,342,431
15115.0,291,346
15127.0,473,402
15139.0,622,544
15151.0,241,349
15163.0,305,324
15174.0,715,561
15186.0,246,363
15198.0,281,314
15210.0,578,457
15221.0,520,506
15234.0,274,357
15245.0,323,336
15257.0,711,567
15268.0,247,359
15281.0,297,324
15293.0,673,523
15304.0,424,471
15316.0,293,359
15328.0,385,363
15340.0,667,552
15351.0,242,351
15364.0,298,321
15375.0,707,550
15387.0,313,412
15398.0,285,334
15411.0,496,412
15422.0,598,534
15434.0,236,343
15447.0,303,321
15458.0,712,559
15470.0,243,354
15481.0,282,311
15494.0,600,469
15505.0,500,493
15517.0,285,360
15528.0,328,339
15541.0,701,562
15552.0,246,356
15564.0,296,324
15576.0,683,532
15588.0,398,458
15600.0,292,354
15611.0,406,372
15624.0,657,550
15635.0,241,350
15647.0,298,322
15659.0,709,555
15671.0,290,399
15682.0,284,330
15694.0,523,428
15706.0,579,528
15718.0,240,344
15729.0,307,323
15741.0,714,562
15754.0,244,355
15765.0,289,315
15777.0,624,487
15789.0,479,491
15801.0,295,365
15812.0,343,346
15824.0,694,562
15836.0,245,356
15848.0,300,325
15859.0,696,541
15872.0,376,447
15883.0,294,352
15895.0,433,384
15907.0,645,547
15919.0,240,350
15931.0,300,322
15931.0,300,322
15942.0,713,557
15954.0,265,384
15966.0,285,324
15978.0,549,442
15989.0,558,521
16002.0,258,353
16013.0,316,332
16025.0,719,569
16036.0,248,360
16049.0,297,324
16061.0,649,507
16072.0,459,486
16084.0,299,368
16096.0,364,355
16108.0,686,561
16119.0,247,356
16132.0,302,327
16143.0,702,549
16155.0,352,436
16166.0,294,347
16179.0,463,397
16190.0,629,546
16202.0,240,349
16202.0,240,349
16215.0,303,324
16226.0,713,561
16238.0,248,371
16249.0,287,319
16262.0,573,454
16273.0,533,512
16285.0,274,359
16296.0,324,338
16309.0,716,570
16320.0,248,361
16332.0,299,326
16344.0,668,521
16356.0,435,477
16368.0,299,366
16379.0,383,365
16392.0,676,559
16403.0,246,355
16415.0,302,326
16427.0,708,552
16439.0,325,421
16450.0,290,342
16462.0,491,413
16474.0,611,542
16486.0,239,347
16497.0,307,325
16509.0,715,562
16522.0,244,358
16533.0,285,315
16545.0,596,467
16557.0,511,501
16569.0,288,366
16580.0,331,344
16592.0,711,570
16604.0,249,362
16616.0,302,329
16627.0,684,533
16640.0,410,465
16651.0,296,361
16663.0,403,374
16675.0,664,555
16687.0,244,353
16699.0,302,325
16710.0,710,556
16722.0,301,407
16734.0,290,336
16746.0,517,428
16757.0,589,535
16770.0,244,348
16781.0,312,327
16793.0,714,564
16804.0,245,357
16817.0,290,318
16829.0,620,485
16840.0,489,496
16852.0,295,369
16864.0,339,348
16876.0,702,566
16887.0,247,359
16900.0,301,329
16911.0,693,542
16923.0,387,453
16934.0,298,357
16947.0,428,384
16958.0,652,552
16970.0,244,352
16983.0,302,325
16994.0,713,558
17006.0,273,391
17017.0,288,329
17030.0,541,438
17041.0,565,523
17053.0,256,351
17064.0,316,331
17077.0,717,567
17088.0,247,358
17100.0,296,322
17112.0,643,502
17124.0,465,488
17136.0,297,369
17147.0,359,352
17160.0,689,561
17171.0,246,356
17183.0,303,327
17195.0,703,547
17207.0,358,440
17218.0,297,351
17230.0,456,395
17242.0,635,548
17254.0,243,351
17265.0,307,326
17277.0,716,562
17290.0,249,377
17290.0,249,377
17301.0,288,324
17313.0,567,454
17325.0,542,517
17337.0,274,361
17348.0,324,339
17360.0,718,571
17372.0,249,361
17384.0,302,328
17395.0,664,519
17408.0,442,481
17419.0,301,368
17431.0,380,364
17442.0,680,561
17455.0,247,357
17467.0,303,329
17478.0,709,554
17490.0,335,427
17502.0,295,345
17514.0,485,411
17525.0,615,544
17538.0,242,349
17549.0,309,328
17561.0,716,564
17572.0,246,361
17585.0,286,317
17596.0,589,465
17608.0,517,504
17620.0,287,365
17632.0,329,344
17644.0,710,570
17655.0,250,361
17668.0,302,330
17679.0,680,531
17691.0,414,467
17702.0,299,363
17715.0,400,373
17726.0,667,556
17738.0,245,354
17750.0,302,326
17762.0,711,556
17774.0,305,409
17785.0,291,337
17798.0,511,424
17809.0,591,535
17821.0,242,346
17832.0,310,327
17845.0,715,564
17856.0,246,357
17868.0,289,318
17880.0,616,483
17892.0,492,497
17903.0,295,369
17915.0,338,349
17928.0,703,567
17939.0,248,360
17951.0,302,330
17963.0,693,541
17975.0,390,455
17986.0,300,358
17998.0,424,383
18010.0,653,551
18022.0,244,351
18033.0,304,325
18045.0,713,559
18045.0,713,559
18057.0,277,393
18069.0,291,332
18081.0,543,440
18093.0,570,527
18105.0,257,355
18105.0,257,355
18116.0,317,334
18128.0,719,570
18140.0,248,360
18152.0,298,323
18163.0,642,501
18176.0,467,490
18187.0,301,370
18199.0,359,353
18210.0,690,562
18223.0,245,357
18235.0,303,328
18246.0,702,548
18258.0,360,440
18270.0,296,351
18282.0,454,395
18293.0,635,547
18306.0,242,350
18317.0,306,326
18329.0,714,561
18340.0,250,378
18353.0,288,324
18364.0,567,453
18376.0,542,516
18388.0,273,360
18400.0,324,339
18412.0,720,572
18412.0,720,572
18423.0,250,363
18436.0,302,329
18447.0,665,521
18459.0,442,481
18470.0,301,369
18483.0,380,365
18494.0,682,561
18506.0,245,357
18518.0,304,329
18530.0,709,554
18542.0,335,427
18553.0,297,347
18566.0,485,412
18577.0,616,545
18589.0,241,350
18600.0,310,328
18613.0,715,565
18624.0,246,361
18636.0,288,318
18648.0,591,467
18648.0,591,467
18660.0,518,506
18671.0,289,367
18683.0,331,345
18696.0,713,571
18707.0,251,362
18719.0,304,330
18731.0,682,532
18743.0,413,468
18754.0,300,364
18766.0,401,374
18778.0,668,557
18790.0,245,354
18801.0,303,328
18813.0,710,558
18825.0,307,412
18837.0,295,340
18849.0,513,425
18861.0,591,536
18873.0,242,348
18884.0,311,328
18896.0,716,565
18908.0,246,357
18920.0,292,319
18931.0,616,483
18944.0,493,497
18955.0,298,368
18967.0,337,349
18978.0,704,567
18991.0,248,360
19003.0,304,330
19014.0,694,541
19014.0,694,541
19026.0,389,455
19038.0,298,358
19050.0,424,383
19061.0,652,551
19074.0,242,352
19085.0,303,326
19097.0,713,559
19108.0,277,393
19121.0,291,331
